;pollutant_id;pollutant_averaging;date;pollutant_value;pollutant_unit;station_id;X;Y;ID_estacion;method_id
8012;NO2;1;20/04/2018 0:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8013;NO2;1;20/04/2018 1:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8014;NO2;1;20/04/2018 2:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8015;NO2;1;20/04/2018 3:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8016;NO2;1;20/04/2018 4:00;11;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8017;NO2;1;20/04/2018 5:00;40;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8018;NO2;1;20/04/2018 6:00;35;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8019;NO2;1;20/04/2018 7:00;47;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8020;NO2;1;20/04/2018 8:00;44;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8021;NO2;1;20/04/2018 9:00;38;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8022;NO2;1;20/04/2018 10:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8023;NO2;1;20/04/2018 11:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8024;NO2;1;20/04/2018 12:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8025;NO2;1;20/04/2018 13:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8026;NO2;1;20/04/2018 14:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8027;NO2;1;20/04/2018 15:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8028;NO2;1;20/04/2018 16:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8029;NO2;1;20/04/2018 17:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8030;NO2;1;20/04/2018 18:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8031;NO2;1;20/04/2018 19:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8032;NO2;1;20/04/2018 20:00;9;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8033;NO2;1;20/04/2018 21:00;6;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8034;NO2;1;20/04/2018 22:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8035;NO2;1;20/04/2018 23:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8036;NO2;1;21/04/2018 0:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8037;NO2;1;21/04/2018 1:00;6;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8038;NO2;1;21/04/2018 2:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8039;NO2;1;21/04/2018 3:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8040;NO2;1;21/04/2018 4:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8041;NO2;1;21/04/2018 5:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8042;NO2;1;21/04/2018 6:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8043;NO2;1;21/04/2018 7:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8044;NO2;1;21/04/2018 8:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8045;NO2;1;21/04/2018 9:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8046;NO2;1;21/04/2018 10:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8047;NO2;1;21/04/2018 11:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8048;NO2;1;21/04/2018 12:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8049;NO2;1;21/04/2018 13:00;29;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8050;NO2;1;21/04/2018 14:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8051;NO2;1;21/04/2018 15:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8052;NO2;1;21/04/2018 16:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8053;NO2;1;21/04/2018 17:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8054;NO2;1;21/04/2018 18:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8055;NO2;1;21/04/2018 19:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8056;NO2;1;21/04/2018 20:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8057;NO2;1;21/04/2018 21:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8058;NO2;1;21/04/2018 22:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8059;NO2;1;21/04/2018 23:00;6;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8060;NO2;1;22/04/2018 0:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8061;NO2;1;22/04/2018 1:00;6;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8062;NO2;1;22/04/2018 2:00;6;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8063;NO2;1;22/04/2018 3:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8064;NO2;1;22/04/2018 4:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8065;NO2;1;22/04/2018 5:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8066;NO2;1;22/04/2018 6:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8067;NO2;1;22/04/2018 7:00;22;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8068;NO2;1;22/04/2018 8:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8069;NO2;1;22/04/2018 9:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8070;NO2;1;22/04/2018 10:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8071;NO2;1;22/04/2018 11:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8072;NO2;1;22/04/2018 12:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8073;NO2;1;22/04/2018 13:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8074;NO2;1;22/04/2018 14:00;36;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8075;NO2;1;22/04/2018 15:00;86;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8076;NO2;1;22/04/2018 16:00;55;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8077;NO2;1;22/04/2018 17:00;77;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8078;NO2;1;22/04/2018 18:00;65;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8079;NO2;1;22/04/2018 19:00;55;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8080;NO2;1;22/04/2018 20:00;55;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8081;NO2;1;22/04/2018 21:00;24;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8082;NO2;1;22/04/2018 22:00;32;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8083;NO2;1;22/04/2018 23:00;47;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8084;NO2;1;23/04/2018 0:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8085;NO2;1;23/04/2018 1:00;22;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8086;NO2;1;23/04/2018 2:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8087;NO2;1;23/04/2018 3:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8088;NO2;1;23/04/2018 4:00;31;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8089;NO2;1;23/04/2018 5:00;25;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8090;NO2;1;23/04/2018 6:00;40;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8091;NO2;1;23/04/2018 7:00;42;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8092;NO2;1;23/04/2018 8:00;40;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8093;NO2;1;23/04/2018 9:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8094;NO2;1;23/04/2018 10:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8095;NO2;1;23/04/2018 11:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8096;NO2;1;23/04/2018 12:00;15;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8097;NO2;1;23/04/2018 13:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8098;NO2;1;23/04/2018 14:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8099;NO2;1;23/04/2018 15:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8100;NO2;1;23/04/2018 16:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8101;NO2;1;23/04/2018 17:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8102;NO2;1;23/04/2018 18:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8103;NO2;1;23/04/2018 19:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8104;NO2;1;23/04/2018 20:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8105;NO2;1;23/04/2018 21:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8106;NO2;1;23/04/2018 22:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8107;NO2;1;23/04/2018 23:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8108;NO2;1;24/04/2018 0:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8109;NO2;1;24/04/2018 1:00;9;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8110;NO2;1;24/04/2018 2:00;8;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8111;NO2;1;24/04/2018 3:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8112;NO2;1;24/04/2018 4:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8113;NO2;1;24/04/2018 5:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8114;NO2;1;24/04/2018 6:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8115;NO2;1;24/04/2018 7:00;36;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8116;NO2;1;24/04/2018 8:00;42;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8117;NO2;1;24/04/2018 9:00;25;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8118;NO2;1;24/04/2018 10:00;24;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8119;NO2;1;24/04/2018 11:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8120;NO2;1;24/04/2018 12:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8121;NO2;1;24/04/2018 13:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8122;NO2;1;24/04/2018 14:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8123;NO2;1;24/04/2018 15:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8124;NO2;1;24/04/2018 16:00;22;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8125;NO2;1;24/04/2018 17:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8126;NO2;1;24/04/2018 18:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8127;NO2;1;24/04/2018 19:00;18;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8128;NO2;1;24/04/2018 20:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8129;NO2;1;24/04/2018 21:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8130;NO2;1;24/04/2018 22:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8131;NO2;1;24/04/2018 23:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8132;NO2;1;25/04/2018 0:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8133;NO2;1;25/04/2018 1:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8134;NO2;1;25/04/2018 2:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8135;NO2;1;25/04/2018 3:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8136;NO2;1;25/04/2018 4:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8137;NO2;1;25/04/2018 5:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8138;NO2;1;25/04/2018 6:00;32;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8139;NO2;1;25/04/2018 7:00;27;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8140;NO2;1;25/04/2018 8:00;39;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8141;NO2;1;25/04/2018 9:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8142;NO2;1;25/04/2018 10:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8143;NO2;1;25/04/2018 11:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8144;NO2;1;25/04/2018 12:00;30;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8145;NO2;1;25/04/2018 13:00;29;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8146;NO2;1;25/04/2018 14:00;25;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8147;NO2;1;25/04/2018 15:00;46;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8148;NO2;1;25/04/2018 16:00;38;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8149;NO2;1;25/04/2018 17:00;30;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8150;NO2;1;25/04/2018 18:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8151;NO2;1;25/04/2018 19:00;39;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8152;NO2;1;25/04/2018 20:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8153;NO2;1;25/04/2018 21:00;28;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8154;NO2;1;25/04/2018 22:00;16;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8155;NO2;1;25/04/2018 23:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8156;NO2;1;26/04/2018 0:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8157;NO2;1;26/04/2018 1:00;11;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8158;NO2;1;26/04/2018 2:00;8;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8159;NO2;1;26/04/2018 3:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8160;NO2;1;26/04/2018 4:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8161;NO2;1;26/04/2018 5:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8162;NO2;1;26/04/2018 6:00;41;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8163;NO2;1;26/04/2018 7:00;30;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8164;NO2;1;26/04/2018 8:00;33;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8165;NO2;1;26/04/2018 9:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8166;NO2;1;26/04/2018 10:00;22;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8167;NO2;1;26/04/2018 11:00;28;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8168;NO2;1;26/04/2018 12:00;33;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8169;NO2;1;26/04/2018 13:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8170;NO2;1;26/04/2018 14:00;40;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8171;NO2;1;26/04/2018 15:00;45;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8172;NO2;1;26/04/2018 16:00;55;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8173;NO2;1;26/04/2018 17:00;57;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8174;NO2;1;26/04/2018 18:00;59;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8175;NO2;1;26/04/2018 19:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8176;NO2;1;26/04/2018 20:00;30;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8177;NO2;1;26/04/2018 21:00;27;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8178;NO2;1;26/04/2018 22:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8179;NO2;1;26/04/2018 23:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8180;NO2;1;27/04/2018 0:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8181;NO2;1;27/04/2018 1:00;10;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8182;NO2;1;27/04/2018 2:00;8;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8183;NO2;1;27/04/2018 3:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8184;NO2;1;27/04/2018 4:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8185;NO2;1;27/04/2018 5:00;32;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8186;NO2;1;27/04/2018 6:00;34;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8187;NO2;1;27/04/2018 7:00;40;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8188;NO2;1;27/04/2018 8:00;45;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8189;NO2;1;27/04/2018 9:00;39;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8190;NO2;1;27/04/2018 10:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8191;NO2;1;27/04/2018 11:00;37;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8192;NO2;1;27/04/2018 12:00;31;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8193;NO2;1;27/04/2018 13:00;48;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8194;NO2;1;27/04/2018 14:00;48;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8195;NO2;1;27/04/2018 15:00;55;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8196;NO2;1;27/04/2018 16:00;48;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8197;NO2;1;27/04/2018 17:00;23;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8198;NO2;1;27/04/2018 18:00;26;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8199;NO2;1;27/04/2018 19:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8200;NO2;1;27/04/2018 20:00;22;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8201;NO2;1;27/04/2018 21:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8202;NO2;1;27/04/2018 22:00;8;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8203;NO2;1;27/04/2018 23:00;8;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8204;NO2;1;28/04/2018 0:00;13;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8205;NO2;1;28/04/2018 1:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8206;NO2;1;28/04/2018 2:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8207;NO2;1;28/04/2018 3:00;11;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8208;NO2;1;28/04/2018 4:00;15;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8209;NO2;1;28/04/2018 5:00;28;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8210;NO2;1;28/04/2018 6:00;32;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8211;NO2;1;28/04/2018 7:00;28;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8212;NO2;1;28/04/2018 8:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8213;NO2;1;28/04/2018 9:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8214;NO2;1;28/04/2018 10:00;19;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8215;NO2;1;28/04/2018 11:00;31;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8216;NO2;1;28/04/2018 12:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8217;NO2;1;28/04/2018 13:00;21;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8218;NO2;1;28/04/2018 14:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8219;NO2;1;28/04/2018 15:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8220;NO2;1;28/04/2018 16:00;14;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8221;NO2;1;28/04/2018 17:00;17;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8222;NO2;1;28/04/2018 18:00;20;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8223;NO2;1;28/04/2018 19:00;15;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8224;NO2;1;28/04/2018 20:00;12;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8225;NO2;1;28/04/2018 21:00;11;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8226;NO2;1;28/04/2018 22:00;7;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8227;NO2;1;28/04/2018 23:00;5;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
8228;NO2;1;29/04/2018 0:00;0;ug/m3;UYMVD_E6;579230;6142255;Curva de Maro0s;UYMVD_NO2
